Date,Open,High,Low,Close,Volume
2020-01-22,121.71,122.96,120.42,122.24,106127
2020-01-23,124.02,124.2,123.01,123.33,16611
2020-01-24,121.78,122.92,121.41,122.51,75410
2020-01-27,124.4,125.68,120.84,123.39,8527
2020-01-28,121.34,122.95,119.65,121.89,8893
2020-01-29,122.78,124.18,120.92,122.39,2099
2020-01-30,123.82,125.04,123.59,124.02,117344
2020-01-31,121.24,121.32,119.87,120.88,9283
2020-02-03,119.45,119.87,119.33,119.78,19408
2020-02-04,120.23,120.42,119.22,120.33,8863
2020-02-05,119.97,120.15,119.05,119.95,44141
2020-02-06,119.65,121.68,118.86,120.25,15128
2020-02-07,119.83,119.93,118.23,119.39,5974
2020-02-10,119.04,120.69,119.03,119.35,34257
2020-02-11,118.88,119.49,118.17,119.02,5251
2020-02-12,119.69,120.5,117.83,120.29,9533
2020-02-13,118.93,121.95,117.95,120.47,2678
2020-02-14,120.62,121.47,120.11,120.74,5303
2020-02-17,121.56,122.59,118.95,120.11,26331
2020-02-18,119.86,122.84,118.75,119.39,3088
2020-02-19,118.73,119.05,118.17,118.74,5008
2020-02-20,118.93,120.61,117.17,119.09,21974
2020-02-21,118.47,118.65,117.49,118.46,12789
2020-02-24,119.01,119.65,117.34,118.69,161463
2020-02-25,120.4,122.14,119.91,121.12,137846
2020-02-26,122.78,124.28,121.2,122.1,9247
2020-02-27,122.02,123.32,119.61,121.59,38450
2020-02-28,123.44,124.52,120.51,123.0,46596
2020-03-02,122.66,123.04,120.86,122.39,12118
2020-03-03,119.78,120.47,118.84,119.77,4936
2020-03-04,118.85,119.24,118.13,118.45,21757
2020-03-05,116.45,117.54,115.63,116.11,18530
2020-03-06,115.42,115.88,114.04,115.62,14246
2020-03-09,115.24,116.8,114.3,115.57,34279
2020-03-10,117.59,119.3,116.25,117.53,10396
2020-03-11,118.79,119.88,117.23,117.88,6960
2020-03-12,116.83,118.54,115.27,117.56,24565
2020-03-13,117.67,118.71,116.82,118.54,32401
2020-03-16,115.92,116.27,114.33,115.82,6791
2020-03-17,116.11,116.72,113.08,116.08,55719
2020-03-18,117.09,118.67,115.59,116.99,3750
2020-03-19,115.34,115.83,114.39,115.2,12355
2020-03-20,116.44,116.62,115.96,116.57,17017
2020-03-23,117.86,119.55,116.07,116.99,11658
2020-03-24,115.57,118.03,113.87,116.5,12518
2020-03-25,116.8,117.62,115.33,117.29,143067
2020-03-26,120.07,122.69,119.14,120.13,9406
2020-03-27,119.4,121.61,119.31,120.39,253019
2020-03-30,120.64,120.94,119.87,120.75,34102
2020-03-31,121.23,125.16,119.44,120.23,24150
2020-04-01,119.24,121.99,118.01,119.23,35462
2020-04-02,120.48,120.7,119.62,120.34,276489
2020-04-03,118.6,119.48,116.68,119.35,8155
2020-04-06,119.15,120.71,118.66,119.52,7183
2020-04-07,118.8,121.05,117.35,119.02,10354
2020-04-08,119.53,121.68,117.9,119.72,22745
2020-04-09,121.02,123.18,119.52,120.25,3921
2020-04-10,122.01,122.77,120.56,121.67,22524
2020-04-13,120.48,121.86,118.58,121.15,119796
2020-04-14,121.1,121.7,120.4,120.95,25627
2020-04-15,120.17,121.45,118.08,119.87,16437
2020-04-16,120.14,121.58,118.36,119.46,11870
2020-04-17,121.04,123.84,118.5,120.09,54095
2020-04-20,120.57,122.23,120.37,121.19,9644
2020-04-21,119.72,121.21,119.63,120.21,139580
2020-04-22,120.72,123.93,119.8,121.48,152262
2020-04-23,123.23,123.55,122.37,123.37,28474
2020-04-24,124.38,125.37,123.74,124.09,21774
2020-04-27,127.34,127.49,126.45,126.71,61738
2020-04-28,125.86,126.49,125.47,125.91,65827
2020-04-29,124.32,124.72,123.25,124.52,9838
2020-04-30,122.57,123.03,121.8,122.48,13009
2020-05-01,124.07,126.27,123.75,124.59,5870
2020-05-04,126.96,127.87,124.29,125.65,33158
2020-05-05,124.8,126.47,124.64,125.81,42900
2020-05-06,126.52,126.92,125.32,126.4,5710
2020-05-07,126.47,126.68,124.25,125.2,13971
2020-05-08,128.6,129.88,127.34,128.6,5725
2020-05-11,128.9,129.25,128.55,129.02,8966
2020-05-12,129.18,132.23,127.59,129.41,38216
2020-05-13,130.5,130.85,129.45,130.62,10577
2020-05-14,132.42,134.31,131.27,131.52,16304
2020-05-15,130.61,134.02,129.75,132.07,4327
2020-05-18,132.29,133.06,130.94,131.28,26555
2020-05-19,131.23,132.6,129.25,132.17,21072
2020-05-20,134.79,136.66,134.49,134.97,10625
2020-05-21,136.78,137.68,136.51,137.07,18232
2020-05-22,139.96,140.93,138.8,139.55,26378
2020-05-25,138.0,141.85,137.69,139.11,9751
2020-05-26,138.33,138.47,136.36,138.01,5032
2020-05-27,139.51,142.36,136.61,138.11,133997
2020-05-28,137.51,138.83,137.22,138.45,11692
2020-05-29,140.37,140.4,139.96,140.24,19995
2020-06-01,137.7,138.6,137.69,138.16,60526
2020-06-02,140.85,140.86,139.82,140.55,750920
2020-06-03,140.6,141.75,140.28,140.59,6345
2020-06-04,139.81,141.41,139.15,140.26,34538
2020-06-05,139.46,139.77,136.69,139.12,10855
2020-06-08,138.36,138.38,136.38,137.12,12851
2020-06-09,138.36,139.84,138.01,138.49,10719
2020-06-10,139.34,141.16,138.48,138.84,7146
2020-06-11,136.45,138.25,134.82,137.34,21135
2020-06-12,135.19,136.59,134.15,135.84,5041
2020-06-15,135.95,137.31,134.95,135.63,56772
2020-06-16,139.12,139.82,137.39,138.1,23271
2020-06-17,138.23,139.31,136.87,137.98,33605
2020-06-18,135.98,137.22,135.5,136.19,13819
2020-06-19,136.08,138.49,135.03,136.08,15257
2020-06-22,135.08,136.57,133.66,135.93,29365
2020-06-23,133.01,135.45,132.04,132.61,6877
2020-06-24,133.33,134.96,130.48,132.74,15398
2020-06-25,132.34,135.39,131.6,132.64,9324
2020-06-26,133.41,133.84,132.97,133.72,9040
2020-06-29,136.5,136.71,134.04,136.32,2670
2020-06-30,137.7,138.45,137.32,138.0,84063
2020-07-01,137.76,139.25,134.73,137.81,11086
2020-07-02,137.93,139.55,133.77,136.5,70500
2020-07-03,139.93,140.75,139.88,140.1,64138
2020-07-06,140.07,141.09,139.21,140.32,6087
2020-07-07,140.03,140.92,139.5,140.48,7417
2020-07-08,141.1,142.35,140.34,140.58,285073
2020-07-09,140.85,141.24,139.22,140.98,126870
2020-07-10,140.44,142.74,139.68,140.9,21343
2020-07-13,141.16,141.98,138.98,140.23,28491
2020-07-14,140.58,141.16,137.31,139.59,11721
2020-07-15,139.22,140.0,137.96,139.64,33940
2020-07-16,137.7,139.33,135.21,139.0,10751
2020-07-17,138.82,138.83,137.74,138.12,2886
2020-07-20,137.86,138.78,137.79,138.33,5874
2020-07-21,138.6,138.82,137.89,138.05,22495
2020-07-22,138.74,140.42,138.65,140.12,7107
2020-07-23,137.24,138.6,135.36,136.63,20593
2020-07-24,137.27,139.51,137.01,138.11,7520
2020-07-27,140.32,142.27,137.72,139.81,10073
2020-07-28,137.07,139.26,135.19,137.06,51697
2020-07-29,135.97,138.28,135.56,136.62,28211
2020-07-30,135.85,136.35,135.19,136.13,21814
2020-07-31,134.75,135.95,132.16,134.29,53048
2020-08-03,133.35,134.04,131.62,133.28,35618
2020-08-04,132.22,132.26,130.35,131.83,93579
2020-08-05,135.38,138.05,132.59,134.06,13906
2020-08-06,134.18,136.13,134.09,135.24,14333
2020-08-07,137.99,139.11,136.29,136.88,5996
2020-08-10,137.86,139.23,136.77,137.79,14343
2020-08-11,135.63,136.81,132.14,136.24,57801
2020-08-12,134.59,136.65,131.56,135.49,80820
2020-08-13,135.94,136.2,135.11,136.07,57544
2020-08-14,135.01,136.72,133.64,134.39,3662
2020-08-17,135.16,137.68,134.37,135.25,65065
2020-08-18,135.87,136.39,134.01,134.85,3503
2020-08-19,133.3,134.44,132.08,134.27,54074
2020-08-20,135.1,135.65,132.83,135.11,15248
2020-08-21,134.75,137.21,133.62,135.6,44468
2020-08-24,135.27,135.81,134.99,135.02,5811
2020-08-25,137.07,137.43,134.62,136.46,71052
2020-08-26,134.63,134.97,132.59,134.91,5089
2020-08-27,133.84,135.86,132.06,135.61,11288
2020-08-28,136.43,137.34,133.32,136.29,8118
2020-08-31,136.05,137.64,134.8,135.75,3811
2020-09-01,136.35,137.95,135.85,136.07,24210
2020-09-02,135.1,135.76,134.13,134.27,134066
2020-09-03,134.66,136.98,134.45,135.38,317078
2020-09-04,135.46,136.11,133.1,135.0,24273
2020-09-07,134.97,135.24,133.09,134.17,67284
2020-09-08,134.24,136.16,133.91,135.44,27780
2020-09-09,134.58,135.98,133.38,134.37,36274
2020-09-10,132.03,134.24,129.53,132.36,15644
2020-09-11,130.13,131.44,129.72,130.18,26771
2020-09-14,131.07,131.59,129.29,130.84,37702
2020-09-15,128.72,130.63,128.2,129.03,12351
2020-09-16,130.75,131.69,130.05,131.19,20384
2020-09-17,128.36,129.6,128.22,128.34,20776
2020-09-18,129.71,130.82,128.61,130.42,50332
2020-09-21,129.86,131.37,129.85,130.57,7585
2020-09-22,130.75,131.68,128.31,130.31,20919
2020-09-23,128.73,130.74,127.25,129.47,149045
2020-09-24,130.3,132.09,129.6,129.87,70548
2020-09-25,130.0,132.09,128.25,129.7,84895
2020-09-28,129.92,132.14,129.24,131.05,22571
2020-09-29,130.65,132.52,129.96,131.09,30363
2020-09-30,131.96,132.57,130.18,131.18,60008
2020-10-01,129.95,130.79,128.81,130.59,104846
2020-10-02,130.11,132.28,129.18,130.41,3128
2020-10-05,131.03,131.72,129.89,130.73,5910
2020-10-06,128.87,129.51,127.88,128.37,81588
2020-10-07,126.36,128.16,123.86,126.52,16699
2020-10-08,127.03,128.82,126.3,127.41,11251
2020-10-09,128.47,128.94,126.06,127.56,6284
2020-10-12,128.35,128.54,127.2,127.24,12644
2020-10-13,127.82,129.61,125.69,127.2,5418
2020-10-14,127.65,128.41,126.42,127.6,178277
2020-10-15,126.33,127.76,126.21,126.84,21537
2020-10-16,125.26,126.03,125.04,125.78,20786
2020-10-19,126.33,126.9,125.17,126.0,39659
2020-10-20,124.96,125.95,123.5,124.7,57661
2020-10-21,126.08,126.09,125.17,125.2,56720
2020-10-22,123.4,123.67,122.05,123.0,64448
2020-10-23,123.38,124.77,121.19,124.31,11721
2020-10-26,125.58,126.49,124.06,124.92,16352
2020-10-27,124.63,125.66,123.87,125.26,47525
2020-10-28,126.31,128.64,126.17,126.55,12998
2020-10-29,128.95,129.13,128.35,128.79,21914
2020-10-30,131.48,132.79,129.28,130.18,32819
2020-11-02,129.74,131.54,126.97,127.75,48299
2020-11-03,126.49,126.69,126.04,126.11,3723
2020-11-04,125.24,126.73,123.75,125.35,45014
2020-11-05,125.79,127.64,125.02,125.45,17435
2020-11-06,126.75,127.69,126.11,126.19,44687
2020-11-09,125.12,126.81,124.37,125.32,47902
2020-11-10,126.78,127.98,124.85,125.65,109964
2020-11-11,124.9,125.21,123.7,124.76,85259
2020-11-12,124.39,126.3,123.41,124.08,84674
2020-11-13,122.79,123.03,121.46,122.38,93308
2020-11-16,121.59,121.95,121.06,121.33,29477
2020-11-17,120.26,120.47,118.14,119.76,22746
2020-11-18,118.31,120.87,116.22,118.68,52723
2020-11-19,119.78,121.19,119.4,120.12,45801
2020-11-20,118.43,119.17,116.77,119.09,16170
2020-11-23,122.81,123.47,122.0,122.54,33018
2020-11-24,123.81,126.53,123.19,123.33,21266
2020-11-25,124.01,124.21,121.62,123.73,9377
2020-11-26,123.84,124.02,121.45,122.81,80054
2020-11-27,123.89,124.94,122.68,123.89,23276
2020-11-30,123.75,124.61,121.61,123.34,170878
2020-12-01,123.01,124.41,122.24,123.69,4335
2020-12-02,126.95,128.22,126.6,127.2,12622
2020-12-03,127.72,130.16,125.96,127.28,22757
2020-12-04,129.55,130.06,128.74,129.0,68691
2020-12-07,128.11,129.59,128.06,128.3,32842
2020-12-08,128.42,130.26,127.58,128.47,30045
2020-12-09,130.06,131.98,128.64,131.05,7134
2020-12-10,130.22,131.01,129.24,130.45,6926
2020-12-11,133.72,134.23,130.51,133.13,30409
2020-12-14,134.72,135.47,134.3,134.33,5630
2020-12-15,134.14,134.32,133.42,133.81,12940
2020-12-16,134.96,137.22,134.59,134.93,36348
2020-12-17,136.52,137.81,136.07,136.52,8247
2020-12-18,137.19,139.86,137.01,137.64,109683
2020-12-21,136.2,136.64,133.67,135.73,74902
2020-12-22,135.28,137.08,134.48,135.0,4575
2020-12-23,135.26,137.16,134.43,134.93,8670
2020-12-24,134.73,135.88,134.06,135.09,2239
2020-12-25,134.74,137.21,134.51,136.21,10070
2020-12-28,137.47,139.42,134.48,136.72,47400
2020-12-29,134.85,135.47,134.6,135.17,14561
2020-12-30,135.36,137.32,135.34,135.95,34919
2020-12-31,137.54,138.7,136.4,137.06,4806
2021-01-01,137.82,140.16,136.3,138.09,48921
2021-01-04,140.6,140.73,137.12,139.86,12643
2021-01-05,141.73,141.85,140.65,141.29,22296
2021-01-06,142.7,143.48,142.09,142.21,20072
2021-01-07,141.41,143.73,141.36,142.38,6176
2021-01-08,141.16,141.24,136.96,140.31,6952
2021-01-11,141.35,143.98,140.12,141.17,57976
2021-01-12,141.46,142.04,141.27,141.72,32826
2021-01-13,142.46,142.96,141.75,142.36,62947
2021-01-14,139.58,143.1,138.59,140.83,30474
2021-01-15,139.88,140.24,139.05,139.59,25412
2021-01-18,140.56,141.77,139.99,141.29,3920
2021-01-19,140.51,142.83,139.08,141.47,16808
2021-01-20,141.57,143.32,141.04,142.66,21431
2021-01-21,143.73,145.42,139.95,142.93,155298
2021-01-22,142.75,143.45,142.13,143.2,43781
2021-01-25,145.86,146.84,142.9,144.75,102340
2021-01-26,143.85,146.44,143.67,144.24,40036
2021-01-27,143.36,145.87,142.42,144.59,10815
2021-01-28,143.34,145.24,140.19,144.14,24763
2021-01-29,144.62,144.71,141.43,143.73,27895
2021-02-01,143.39,144.06,142.38,143.5,8611
2021-02-02,143.6,145.79,142.83,143.99,14997
2021-02-03,143.62,145.54,143.27,143.51,17930
2021-02-04,145.8,146.31,143.43,145.44,109712
2021-02-05,145.16,146.28,143.65,144.35,2749
2021-02-08,145.29,145.85,143.04,144.25,73557
2021-02-09,143.53,145.56,142.02,143.79,8631
2021-02-10,145.0,146.84,141.33,145.97,5585
2021-02-11,146.08,149.88,145.75,146.38,71678
2021-02-12,148.17,148.78,147.77,147.98,45793
2021-02-15,145.3,147.33,145.1,146.0,77228
2021-02-16,145.79,147.28,144.73,146.49,49055
2021-02-17,148.11,148.75,146.92,147.86,172792
2021-02-18,148.04,148.49,147.66,148.08,38511
2021-02-19,149.73,151.65,147.92,149.71,18835
2021-02-22,148.48,149.82,146.23,149.05,31036
2021-02-23,151.0,152.43,150.23,151.17,76379
2021-02-24,153.93,158.02,152.96,154.64,10103
2021-02-25,154.85,155.73,152.25,154.16,11477
2021-02-26,154.34,155.24,151.24,153.55,16172
2021-03-01,154.33,156.72,153.18,155.77,2684
2021-03-02,157.48,158.37,156.44,158.22,25287
2021-03-03,156.27,157.83,155.09,157.45,3340
2021-03-04,156.33,158.59,155.37,156.84,23226
2021-03-05,156.36,156.72,155.03,156.43,52328
2021-03-08,153.29,155.54,152.35,154.41,13672
2021-03-09,152.33,155.93,150.63,153.04,117843
2021-03-10,150.79,151.62,150.77,151.55,5112
2021-03-11,150.57,151.72,150.14,150.41,72494
2021-03-12,150.38,151.3,150.16,150.33,43266
2021-03-15,150.11,151.2,148.17,150.65,3959
2021-03-16,153.04,153.51,151.75,152.9,331304
2021-03-17,150.97,154.24,148.98,151.38,20666
2021-03-18,152.58,155.87,152.26,152.79,9159
2021-03-19,153.69,155.67,152.17,152.41,5393
2021-03-22,153.3,153.91,148.47,152.28,17676
2021-03-23,152.22,154.91,150.62,153.22,19391
2021-03-24,152.11,152.64,150.94,151.48,24407
2021-03-25,152.59,152.72,150.1,151.97,16353
2021-03-26,151.26,152.67,149.82,152.13,41490
2021-03-29,153.41,153.7,150.2,152.78,14948
2021-03-30,154.3,155.08,150.56,153.12,3181
2021-03-31,155.89,159.04,153.98,156.77,18970
2021-04-01,154.98,156.57,154.67,155.69,2064
2021-04-02,155.56,157.19,154.2,154.77,31375
2021-04-05,153.93,156.03,151.15,153.72,8272
2021-04-06,153.19,155.7,149.66,152.77,25935
2021-04-07,151.95,156.74,150.98,151.69,81967
2021-04-08,153.67,155.4,152.62,153.37,8529
2021-04-09,154.4,155.81,152.35,155.43,63656
2021-04-12,155.24,158.47,152.93,154.43,14279
2021-04-13,153.93,154.79,152.42,153.04,127159
2021-04-14,153.46,154.48,153.2,153.64,15288
2021-04-15,152.64,155.61,151.66,152.67,9504
2021-04-16,152.34,154.71,152.25,153.52,43793
2021-04-19,154.1,156.7,151.47,153.7,14245
2021-04-20,151.7,152.42,151.16,151.27,9495
2021-04-21,153.45,156.53,151.84,153.5,13659
2021-04-22,157.05,158.23,156.12,156.17,21065
2021-04-23,154.83,158.29,153.63,155.09,84303
2021-04-26,154.81,154.85,152.76,154.37,3184
2021-04-27,153.91,157.91,153.87,154.7,22540
2021-04-28,155.08,155.6,154.11,155.1,41146
2021-04-29,155.88,158.58,154.72,156.02,26727
2021-04-30,159.29,159.86,159.06,159.11,81622
2021-05-03,158.43,160.09,157.33,158.72,20448
2021-05-04,157.24,157.39,155.53,157.34,18314
2021-05-05,155.69,155.72,153.98,155.05,39828
2021-05-06,153.47,154.54,153.05,153.81,24326
2021-05-07,152.43,155.76,150.9,153.66,14907
2021-05-10,157.77,158.7,156.4,156.4,36906
2021-05-11,156.57,160.81,154.67,155.5,11469
2021-05-12,154.76,156.75,154.23,155.77,11954
2021-05-13,156.21,156.97,155.09,155.67,12990
2021-05-14,157.1,158.5,155.56,157.5,85226
2021-05-17,161.77,161.81,158.4,161.56,879
2021-05-18,160.87,163.13,159.56,160.63,32715
2021-05-19,159.59,161.35,159.28,159.78,22794
2021-05-20,160.82,161.77,158.65,161.45,4101
2021-05-21,161.99,162.68,161.96,162.55,30023
2021-05-24,164.87,166.59,161.74,165.63,35445
2021-05-25,165.91,167.4,164.21,166.6,39721
2021-05-26,165.91,167.13,163.19,165.97,1553
2021-05-27,166.38,167.84,165.73,166.98,86369
2021-05-28,169.47,169.62,166.92,168.89,10532
2021-05-31,171.6,175.32,169.1,170.33,43764
2021-06-01,170.74,173.68,169.64,171.24,46215
2021-06-02,173.36,176.57,168.41,173.15,9166
2021-06-03,175.72,177.09,173.2,175.28,42636
2021-06-04,178.25,179.46,175.09,177.83,14980
2021-06-07,179.15,179.72,178.09,179.08,2775
2021-06-08,179.49,180.9,178.38,178.83,70809
2021-06-09,179.6,180.07,177.82,179.17,10147
2021-06-10,180.36,184.38,179.67,181.48,9372
2021-06-11,180.83,182.28,178.02,180.05,14719
2021-06-14,181.63,183.2,177.68,180.83,28918
2021-06-15,179.51,182.75,178.78,180.2,20800
2021-06-16,180.4,182.48,179.87,180.37,38103
2021-06-17,183.49,188.7,182.66,182.87,5770
2021-06-18,183.17,184.84,182.33,183.36,10484
2021-06-21,184.56,186.33,183.23,183.58,19614
2021-06-22,183.32,184.27,180.99,181.18,146955
2021-06-23,182.0,183.12,181.61,182.72,19656
2021-06-24,182.83,184.14,181.05,184.1,65200
2021-06-25,188.68,189.98,187.6,188.39,22892
2021-06-28,188.66,189.04,187.57,187.98,13579
2021-06-29,188.36,190.02,185.97,188.58,17210
2021-06-30,190.64,193.72,188.54,189.26,18612
2021-07-01,191.25,193.12,189.53,192.54,40281
2021-07-02,193.22,195.02,192.48,192.55,87082
2021-07-05,192.73,194.12,191.46,193.32,31561
2021-07-06,196.41,197.79,191.3,194.74,72191
2021-07-07,197.29,202.84,193.31,195.34,8393
2021-07-08,193.94,194.89,193.76,194.69,14550
2021-07-09,194.77,196.08,193.78,195.31,10675
2021-07-12,198.55,200.02,192.65,197.7,30165
2021-07-13,195.52,196.26,195.19,195.9,15383
2021-07-14,196.38,197.32,195.74,196.42,45696
2021-07-15,195.31,195.7,194.53,195.29,8681
2021-07-16,196.04,199.96,195.74,197.94,22994
2021-07-19,195.17,195.58,194.54,195.18,43776
2021-07-20,193.68,197.19,190.23,194.35,2792
2021-07-21,194.89,196.25,193.06,195.37,183805
2021-07-22,200.2,202.13,197.82,198.77,16594
2021-07-23,197.67,199.39,194.28,198.92,2907
2021-07-26,198.91,200.4,197.91,198.1,25799
2021-07-27,201.9,202.74,201.24,202.18,22775
2021-07-28,199.27,201.45,197.37,199.55,20294
2021-07-29,196.24,196.87,193.88,195.47,59349
2021-07-30,196.97,198.93,195.92,196.64,46511
2021-08-02,196.5,197.74,194.49,195.94,29669
2021-08-03,195.18,195.55,192.56,194.24,34549
2021-08-04,195.61,196.51,195.31,195.93,19843
2021-08-05,196.1,199.04,195.51,196.7,130026
2021-08-06,194.84,197.96,193.31,195.9,5018
2021-08-09,192.9,194.81,191.54,193.7,25327
2021-08-10,198.58,199.97,191.61,195.69,23506
2021-08-11,198.5,201.55,195.28,197.27,49676
2021-08-12,196.04,197.66,195.37,197.37,9472
2021-08-13,200.0,202.23,199.54,201.33,3851
2021-08-16,199.97,200.2,197.92,199.49,25766
2021-08-17,197.32,198.03,195.68,196.78,29179
2021-08-18,196.26,200.2,190.18,195.72,97694
2021-08-19,195.67,196.68,193.01,195.92,6183
2021-08-20,196.55,197.27,195.05,196.67,69891
2021-08-23,196.8,198.05,193.06,196.48,235017
2021-08-24,197.52,198.9,196.24,197.44,15096
2021-08-25,193.11,198.56,190.08,195.28,6057
2021-08-26,198.12,202.14,195.25,198.35,14662
2021-08-27,197.62,201.06,195.76,198.46,22337
2021-08-30,201.09,201.54,200.56,200.91,38707
2021-08-31,204.86,206.62,201.68,201.85,12192
2021-09-01,203.37,203.54,202.73,203.0,104317
2021-09-02,204.07,206.72,201.77,204.39,7226
2021-09-03,206.48,207.28,203.73,205.53,3869
2021-09-06,207.57,209.85,205.4,207.07,66616
2021-09-07,210.46,213.45,207.9,210.02,2265
2021-09-08,211.28,211.52,210.55,210.64,17959
2021-09-09,214.51,214.99,209.4,212.33,497664
2021-09-10,211.16,214.98,209.74,212.36,21762
2021-09-13,216.09,218.32,215.46,215.58,7181
2021-09-14,213.37,215.64,211.4,214.36,20797
2021-09-15,218.97,220.26,218.34,218.36,20935
2021-09-16,217.46,218.75,214.24,218.46,25865
2021-09-17,215.15,215.76,214.1,215.6,42713
2021-09-20,215.72,219.28,212.62,216.04,7792
2021-09-21,215.82,217.5,213.28,214.77,119079
2021-09-22,217.69,220.63,215.14,216.69,28144
2021-09-23,214.12,217.37,210.41,215.46,45560
2021-09-24,214.72,214.85,211.8,214.66,11752
2021-09-27,210.11,211.37,204.86,210.86,79728
2021-09-28,208.73,210.67,208.63,210.05,17033
2021-09-29,205.03,208.03,203.71,205.25,29072
2021-09-30,201.89,202.61,196.19,202.2,8663
2021-10-01,206.27,206.75,201.11,203.8,8127
2021-10-04,205.89,208.25,205.41,205.45,43835
2021-10-05,204.96,207.98,204.59,206.38,14134
2021-10-06,203.93,207.7,201.19,204.51,9378
2021-10-07,205.51,208.66,203.73,204.47,11577
2021-10-08,206.66,210.02,203.5,204.52,44309
2021-10-11,200.66,203.01,198.75,202.26,11742
2021-10-12,203.36,205.79,202.67,205.29,19581
2021-10-13,209.03,212.98,205.0,207.09,22359
2021-10-14,207.06,208.0,206.56,206.66,3237
2021-10-15,205.83,208.88,204.67,206.73,5058
2021-10-18,207.71,208.98,204.06,207.16,30831
2021-10-19,200.38,203.34,197.87,203.06,10540
2021-10-20,202.57,204.51,201.56,202.57,63368
2021-10-21,201.53,201.95,198.65,201.2,57919
2021-10-22,200.13,200.75,198.87,199.21,45214
2021-10-25,197.63,200.82,197.5,198.64,135913
2021-10-26,202.23,204.01,198.61,202.14,20270
2021-10-27,202.43,207.03,201.76,203.37,42145
2021-10-28,202.45,203.94,200.07,202.19,12278
2021-10-29,202.37,206.65,198.91,203.28,255855
2021-11-01,205.63,206.55,204.55,206.05,160112
2021-11-02,206.84,207.88,206.02,207.88,22289
2021-11-03,208.61,210.84,206.38,207.93,32421
2021-11-04,207.43,210.06,206.32,206.54,85759
2021-11-05,207.66,208.13,206.38,207.9,19012
2021-11-08,208.68,209.49,208.59,208.64,11422
2021-11-09,208.9,210.54,208.44,210.42,52785
2021-11-10,211.34,212.38,211.22,211.66,23823
2021-11-11,213.75,215.71,212.46,213.8,26449
2021-11-12,215.37,215.37,211.85,212.58,9563
2021-11-15,214.09,216.62,209.63,215.29,3953
2021-11-16,217.21,220.77,213.53,215.63,27893
2021-11-17,221.14,221.98,219.38,220.04,54445
2021-11-18,218.76,219.44,216.76,218.45,17574
2021-11-19,224.12,227.53,217.95,222.17,92635
2021-11-22,222.93,228.8,222.33,222.52,10895
2021-11-23,221.42,222.28,218.7,220.99,7671
2021-11-24,219.77,220.04,217.89,219.83,20594
2021-11-25,220.38,221.51,218.17,219.04,20280
2021-11-26,221.09,221.62,219.01,219.88,47570
2021-11-29,220.25,221.07,219.31,220.94,10148
2021-11-30,218.14,222.07,217.16,219.59,86516
2021-12-01,219.23,219.64,218.65,219.45,157458
2021-12-02,223.24,225.81,222.0,224.14,21180
2021-12-03,227.92,230.25,223.58,227.99,76857
2021-12-06,230.34,230.84,227.93,228.92,7657
2021-12-07,228.41,230.14,224.47,228.93,64551
2021-12-08,229.09,230.23,227.33,229.14,62772
2021-12-09,230.57,232.07,229.11,230.5,52231
2021-12-10,229.04,229.23,227.05,228.07,21686
2021-12-13,224.86,227.44,222.12,227.41,1147
2021-12-14,222.87,224.62,217.95,223.55,11594
2021-12-15,224.64,225.24,223.88,224.4,11779
2021-12-16,227.19,231.36,225.52,225.83,8281
2021-12-17,224.14,225.66,224.02,224.69,24890
2021-12-20,226.13,230.08,225.8,228.27,14487
2021-12-21,226.11,226.78,225.31,225.41,9656
2021-12-22,221.35,222.61,219.09,222.06,7640
2021-12-23,221.22,224.74,220.79,222.54,10769
2021-12-24,224.21,226.51,222.92,224.91,67609
2021-12-27,228.58,232.32,227.94,228.79,11372
2021-12-28,227.04,228.1,225.73,227.73,13161
2021-12-29,227.71,231.36,224.5,230.25,13950
2021-12-30,231.21,233.45,228.73,230.18,30914
2021-12-31,231.26,231.67,229.57,229.8,34760
2022-01-03,232.67,233.81,231.13,231.91,1048
2022-01-04,232.16,233.51,229.86,233.49,61183
2022-01-05,229.58,230.52,229.53,229.81,92629
2022-01-06,233.35,237.59,229.93,233.36,7706
2022-01-07,237.44,238.25,232.54,236.73,8330
2022-01-10,236.08,236.73,234.43,235.29,14041
2022-01-11,235.45,237.52,234.55,236.32,10342
2022-01-12,237.71,239.72,237.13,237.61,27554
2022-01-13,238.87,240.27,238.29,238.33,3144
2022-01-14,238.83,239.97,234.78,237.1,7201
2022-01-17,236.42,237.27,235.48,235.59,102661
2022-01-18,236.58,242.14,232.74,235.65,8706
2022-01-19,238.72,240.43,235.3,238.62,76376
2022-01-20,241.77,242.78,236.82,240.08,31424
2022-01-21,239.81,239.96,238.85,239.32,3607
2022-01-24,240.33,242.33,237.83,241.37,41578
2022-01-25,236.26,236.88,233.27,234.61,19581
2022-01-26,238.37,241.43,236.75,237.54,13968
2022-01-27,233.02,239.21,231.81,233.54,28140
2022-01-28,232.29,238.41,230.31,232.85,35405
2022-01-31,230.74,231.89,230.33,230.4,44693
2022-02-01,228.09,230.59,226.38,227.56,71557
2022-02-02,230.71,234.32,228.22,230.48,33128
2022-02-03,229.95,236.86,226.36,229.59,5565
2022-02-04,232.58,233.91,230.37,230.62,13716
2022-02-07,231.97,232.53,229.99,230.73,417921
2022-02-08,232.3,234.83,230.63,232.08,45455
2022-02-09,233.59,235.9,232.31,232.5,235457
2022-02-10,228.54,231.96,228.08,229.73,88914
